Step,SMILES,HasSubstructure,LogP,NumHeavyAtoms,MW,SA,Score,Penalized Score,lowest_mode1_affinity,pareto_rank
31,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCNC(=O)C4(O)CCNC4=O)c(=O)oc3c2C)OC1(C)C,True,0.337840000000001,47.0,658.6610000000002,4.988395271057058,0.4503565145019612,0.4503565145019612,-8.9,1
31,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(O[C@H]4CNC(=O)c5c(N)n[nH]c54)c(=O)oc3c2C)OC1(C)C,True,1.7275399999999996,46.0,639.6180000000002,5.036872822960886,0.4552269591115919,0.4552269591115919,-9.3,1
33,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(N)=O)c(=O)oc3c2C)OC1(C)C,True,2.04934,38.0,531.5180000000003,4.404879199178817,0.6111272602700272,0.6111272602700272,-7.3,1
34,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCNC(=O)c4cc(N)ccc4O)c(=O)oc3c2C)OC1(C)C,True,2.819040000000001,47.0,651.6690000000002,4.507141810518843,0.6500600451078066,0.6500600451078066,-9.1,1
35,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(C)c(N)c4)c(=O)oc3c2C)OC1(C)C,True,4.116360000000002,42.0,578.6180000000003,4.403598393574271,0.6142862846540718,0.6142862846540718,-9.1,1
35,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N4C(=O)c5ccc(N)cc5C4=O)c(=O)oc3c2C)OC1(C)C,True,2.9415400000000016,46.0,633.6100000000001,4.5586292909669375,0.6471735841467622,0.6471735841467622,-9.0,1
39,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NS(=O)(=O)c4ccccc4)c(=O)oc3c2C)OC1(C)C,True,3.3595400000000017,44.0,628.6560000000001,4.357387104632991,0.6371925588950266,0.6371925588950266,-8.4,1
39,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)C=CCO4)c(=O)oc3c2C)OC1(C)C,True,2.25664,40.0,556.5680000000002,4.94746398766114,0.5499455731258661,0.5499455731258661,-8.4,1
41,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCc4ccccc4)c(=O)oc3c2C)OC1(C)C,True,4.170840000000003,42.0,578.6180000000002,4.295980137850062,0.6255997987488877,0.6255997987488877,-8.2,1
41,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N)c(=O)oc3c2C)OC1(C)C,True,2.14094,35.0,488.4930000000003,4.386392044501547,0.6391531337169836,0.6391531337169836,-7.6,1
43,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(=O)N4CCCCC4)c(=O)oc3c2C)OC1(C)C,True,2.983140000000001,44.0,613.6640000000002,4.45881086626629,0.6770226397195055,0.6770226397195055,-8.4,1
43,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(S(=O)(=O)NCCN)cc4)c(=O)oc3c2C)OC1(C)C,True,2.462740000000001,47.0,671.7250000000001,4.476999055599345,0.4409638685688979,0.4409638685688979,-8.7,1
44,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCNC(=O)c4ccccc4)c(=O)oc3c2C)OC1(C)C,True,3.400640000000002,46.0,635.6700000000001,4.36778691459331,0.6301595980735997,0.6301595980735997,-9.0,1
45,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(CCN)cc4)c(=O)oc3c2C)OC1(C)C,True,3.7269400000000017,43.0,592.6450000000002,4.349307036200175,0.6332050386345556,0.6332050386345556,-8.8,1
47,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)C(C)N)c(=O)oc3c2C)OC1(C)C,True,1.5221399999999998,41.0,573.5990000000003,4.558319082667246,0.5426060065443791,0.5426060065443791,-7.6,1
47,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4CC4NC(N)=O)c(=O)oc3c2C)OC1(C)C,True,2.08294,41.0,571.5830000000002,4.808939544727811,0.537042671819783,0.537042671819783,-8.4,1
49,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCNC(=O)c4c[nH]c(=O)c(=O)[nH]4)c(=O)oc3c2C)OC1(C)C,True,0.7772400000000002,48.0,669.6440000000001,4.755562837904539,0.4490187092450927,0.4490187092450927,-8.9,1
51,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(=O)N4C(=O)C(O)C4=O)c(=O)oc3c2C)OC1(C)C,True,0.2269399999999999,45.0,629.5750000000002,4.8114636713345575,0.4903326528527632,0.4903326528527632,-8.0,1
51,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4(O)COC4)c(=O)oc3c2C)OC1(C)C,True,1.6894399999999998,40.0,560.5560000000003,4.7394070445547145,0.5618899967110444,0.5618899967110444,-7.9,1
52,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)C4(O)CS(=O)(=O)C4)c(=O)oc3c2C)OC1(C)C,True,0.6567399999999994,44.0,636.6320000000002,4.768342347233226,0.4876983270714141,0.4876983270714141,-8.6,1
52,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,True,3.684440000000002,42.0,578.6180000000003,4.335099664477282,0.6519938791983527,0.6519938791983527,-7.6,1
55,C#CC(N)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,2.19174,38.0,526.5420000000003,4.74713149953154,0.5831715913971841,0.5831715913971841,-7.8,1
56,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N4CCCCC4)c(=O)oc3c2C)OC1(C)C,True,3.5490400000000024,40.0,556.6120000000003,4.388269361211526,0.6826527233655975,0.6826527233655975,-8.1,1
59,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCNC(=O)NCCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,0.475340000000003,47.0,659.6930000000001,4.56795862626124,0.4529685165702208,0.4529685165702208,-8.6,1
59,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(=O)NCCNC(C)=O)c(=O)oc3c2C)OC1(C)C,True,1.2229400000000004,45.0,630.6510000000002,4.516827316645664,0.4978402308994399,0.4978402308994399,-8.3,1
60,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)NCCc4ccccc4)c(=O)oc3c2C)OC1(C)C,True,3.9229400000000014,46.0,635.6700000000001,4.337304823247155,0.5872121465722502,0.5872121465722502,-9.1,1
60,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(=O)Nc4ccccc4)c(=O)oc3c2C)OC1(C)C,True,3.609340000000002,45.0,621.643,4.346971859985251,0.6255228718308621,0.6255228718308621,-8.3,1
60,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)Nc4cccc(C(F)(F)F)c4)c(=O)oc3c2C)OC1(C)C,True,5.221540000000004,48.0,675.613,4.455422830964914,0.4517494465725599,0.4517494465725599,-9.8,1
64,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,True,3.596440000000002,44.0,608.6440000000002,4.369556515698825,0.6240641446132628,0.6240641446132628,-8.2,1
65,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4c(N)cnn4C)c(=O)oc3c2C)OC1(C)C,True,2.126739999999999,44.0,611.6080000000001,4.577624485434008,0.5166108950724246,0.5166108950724246,-8.5,1
67,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,1.0455400000000008,42.0,588.6140000000003,4.505627691233133,0.5374846729907586,0.5374846729907586,-7.4,1
68,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNS(=O)(=O)c4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,True,2.49594,47.0,671.7250000000001,4.473453796207572,0.4410426521109373,0.4410426521109373,-8.6,1
68,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCNC(=O)c4ccc(F)cc4)c(=O)oc3c2C)OC1(C)C,True,3.539740000000002,47.0,653.6600000000001,4.410130397280918,0.6008980026325482,0.6008980026325482,-9.1,1
69,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4nc(N)oc4C)c(=O)oc3c2C)OC1(C)C,True,3.1043600000000016,41.0,569.5670000000002,4.654171193129371,0.6964102446051978,0.6964102446051978,-8.8,1
70,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(S(=O)(=O)NCCNC(=O)[C@@H](O)CN)c(=O)oc3c2C)OC1(C)C,True,-0.7271599999999963,47.0,682.7049999999999,4.837569978422572,0.425629758055256,0.425629758055256,-7.7,1
71,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(O)C(C)C4N)c(=O)oc3c2C)OC1(C)C,True,1.7233399999999996,40.0,558.5840000000002,4.965118449054737,0.5492165294010947,0.5492165294010947,-8.3,1
71,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4(O)C(=O)NC4C#N)c(=O)oc3c2C)OC1(C)C,True,0.6812199999999999,43.0,598.565,5.20759773688618,0.5063178802279905,0.5063178802279905,-8.4,1
72,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)c4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,True,2.947440000000001,46.0,635.6700000000002,4.381784919590281,0.6587017503162909,0.6587017503162909,-8.3,1
74,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(O)CO)c(=O)oc3c2C)OC1(C)C,True,0.91174,40.0,562.5720000000002,4.8144762325109856,0.5481977068498078,0.5481977068498078,-7.4,1
74,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCN4CCOCC4)c(=O)oc3c2C)OC1(C)C,True,2.30284,43.0,601.6530000000002,4.466625012929329,0.5217023605420705,0.1739007868473568,-8.4,1
74,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4(CO)CCc5cc(C)c(=O)[nH]c54)c(=O)oc3c2C)OC1(C)C,True,2.8013600000000007,48.0,665.6960000000001,5.112517989774678,0.6207144427410184,0.6207144427410184,-9.8,1
75,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(=O)N4CC(=O)N4C)c(=O)oc3c2C)OC1(C)C,True,0.7741400000000005,44.0,614.6080000000002,4.974463030381656,0.4834840831058725,0.4834840831058725,-8.9,1
75,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(O)O)c(=O)oc3c2C)OC1(C)C,True,1.28134,39.0,548.5450000000002,4.57166783135596,0.5823712450850312,0.5823712450850312,-7.3,1
76,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4nc(N)[nH]c4N)c(=O)oc3c2C)OC1(C)C,True,2.11324,41.0,569.5710000000003,4.680566660162338,0.5398974705779549,0.5398974705779549,-8.8,1
82,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(Cc5ccccc5)cc4)c(=O)oc3c2C)OC1(C)C,True,5.816540000000006,47.0,639.7010000000001,4.286392355322876,0.4815435015350761,0.4815435015350761,-7.9,1
82,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)CCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,0.6399400000000013,45.0,630.6510000000002,4.484991294131593,0.4864653359840571,0.4864653359840571,-7.6,1
83,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COc4ccc(C)cc4C)c(=O)oc3c2C)OC1(C)C,True,4.754580000000004,44.0,607.6560000000002,4.360564854156195,0.5369559857414328,0.5369559857414328,-9.0,1
83,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COc4ccc(C#N)cc4)c(=O)oc3c2C)OC1(C)C,True,4.009420000000003,44.0,604.6120000000002,4.391242770427703,0.5941149655212529,0.5941149655212529,-9.0,1
87,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN4CCCCC4)c(=O)oc3c2C)OC1(C)C,True,3.544640000000002,41.0,570.6390000000004,4.350968662764998,0.6708221565924816,0.6708221565924816,-7.8,1
89,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNS(=O)(=O)c4cc(N)ccc4F)c(=O)oc3c2C)OC1(C)C,True,2.758540000000001,47.0,675.6880000000001,4.554551839588611,0.6179685076497633,0.6179685076497633,-9.3,1
89,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NS(=O)(=O)c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,True,2.941740000000001,45.0,643.671,4.445599549291067,0.651644958469196,0.651644958469196,-8.6,1
91,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(S(=O)(=O)NN)cc4O)c(=O)oc3c2C)OC1(C)C,True,2.08334,46.0,659.6700000000001,4.628015787670233,0.4546968661221696,0.4546968661221696,-9.5,1
99,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCc4cccc(CN)c4)c(=O)oc3c2C)OC1(C)C,True,3.596440000000002,44.0,608.6440000000002,4.3818648385235415,0.6245934642670293,0.6245934642670293,-8.3,1
103,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4CCN(CC(N)=O)C4)c(=O)oc3c2C)OC1(C)C,True,1.5302400000000005,44.0,614.6520000000002,4.669065524144578,0.5019835129618327,0.5019835129618327,-8.8,1
105,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,True,3.807940000000002,41.0,564.5910000000002,4.328081557322699,0.65640690489258,0.65640690489258,-7.5,1
109,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COc4ccccc4CN)c(=O)oc3c2C)OC1(C)C,True,3.596440000000001,44.0,608.6440000000002,4.402062064248636,0.6233417990899337,0.4155611993932891,-8.6,1
113,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COC(=O)C4(N)CNC4=O)c(=O)oc3c2C)OC1(C)C,True,0.4292400000000005,44.0,615.5920000000002,4.938361210730719,0.4862818472054364,0.4862818472054364,-8.8,1
113,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)CC(=O)C4O)c(=O)oc3c2C)OC1(C)C,True,1.0464399999999994,41.0,572.5670000000002,4.996411311137077,0.5310952932500461,0.5310952932500461,-8.7,1
114,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(C)=O)c(=O)oc3c2C)OC1(C)C,True,2.5171400000000004,38.0,530.5300000000003,4.352192567364029,0.6188270288806896,0.6188270288806896,-8.0,1
118,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(CN)(CO)CO)c(=O)oc3c2C)OC1(C)C,True,0.7398399999999998,41.0,576.5990000000003,4.781352949886127,0.5376132943575938,0.5376132943575938,-7.4,1
123,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,True,3.3932400000000014,44.0,607.6160000000001,4.342455000373613,0.6794739491639206,0.6794739491639206,-7.9,1
126,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(CN)cn4)c(=O)oc3c2C)OC1(C)C,True,3.0794400000000017,42.0,579.6060000000002,4.45504794033935,0.6926355503500182,0.4617570335666788,-8.8,1
128,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,0.2923400000000025,45.0,630.6510000000002,4.498941012705702,0.4877166522151174,0.4877166522151174,-7.3,1
130,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N(CN)CO)c(=O)oc3c2C)OC1(C)C,True,1.2311399999999997,39.0,547.5610000000003,4.71518844093506,0.5664301231594536,0.5664301231594536,-6.5,1
134,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,True,0.7833399999999995,41.0,576.5990000000003,4.679652326185504,0.5419351638877107,0.5419351638877107,-7.3,1
141,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N(C)C(=O)c4ccc(CO)cc4)c(=O)oc3c2C)OC1(C)C,True,3.327640000000001,46.0,636.6540000000001,4.508271049208695,0.6214181453558798,0.6214181453558798,-9.2,1
143,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(=O)NCC(N)=O)c(=O)oc3c2C)OC1(C)C,True,0.1600400000000006,43.0,602.5970000000002,4.691306446448851,0.5098970375949321,0.5098970375949321,-7.9,1
143,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)CO)c(=O)oc3c2C)OC1(C)C,True,1.5508399999999998,38.0,532.5460000000003,4.593167645909434,0.5864858202386845,0.5864858202386845,-7.0,1
155,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)C(O)CO)c(=O)oc3c2C)OC1(C)C,True,0.7817399999999997,41.0,576.5990000000003,4.818423369349135,0.531890048240349,0.531890048240349,-7.6,1
161,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)N4CCC(N)C4)c(=O)oc3c2C)OC1(C)C,True,1.66084,43.0,599.6370000000003,4.626043882945726,0.5078632769740823,0.5078632769740823,-8.3,1
197,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCOc4ccc(N)nc4)c(=O)oc3c2C)OC1(C)C,True,3.157440000000002,44.0,609.6320000000002,4.514363451386088,0.6510640507401249,0.6510640507401249,-9.0,1
197,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4ccc(N)nc4)c(=O)oc3c2C)OC1(C)C,True,3.1267400000000016,42.0,579.6060000000002,4.451914651214681,0.6877549804987464,0.6877549804987464,-8.4,1
201,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4nnc(N)s4)c(=O)oc3c2C)OC1(C)C,True,2.659440000000001,40.0,572.5960000000002,4.55540967495184,0.7305012108286023,0.7305012108286023,-8.5,1
221,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCn4ncc(C#N)c4N)c(=O)oc3c2C)OC1(C)C,True,2.451820000000001,44.0,607.6200000000002,4.676941459369164,0.4947505570107841,0.4947505570107841,-8.8,1
232,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(O)C(N)=O)c(=O)oc3c2C)OC1(C)C,True,0.4047400000000003,41.0,575.5710000000003,4.840198787984553,0.5316070767421055,0.5316070767421055,-7.2,1
239,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)C(CO)CO)c(=O)oc3c2C)OC1(C)C,True,0.7757400000000001,43.0,604.6090000000002,4.593576669734063,0.5157312265162345,0.5157312265162345,-7.9,1
240,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)C(O)C(O)C(O)CN)c(=O)oc3c2C)OC1(C)C,True,-0.3664599999999995,44.0,622.624,5.108533612447972,0.4789335039984677,0.4789335039984677,-7.6,1
246,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COc4cccc(CN)c4)c(=O)oc3c2C)OC1(C)C,True,3.596440000000002,44.0,608.6440000000002,4.39408690661938,0.6221085100687377,0.6221085100687377,-8.5,1
