Step,SMILES,HasSubstructure,LogP,NumHeavyAtoms,MW,SA,Similarity,DockingAffinity,DockScore,Score,PenalizedScore,lowest_mode1_affinity,pareto_rank
28,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4cc(S(N)(=O)=O)ccc4C)c(=O)oc3c2C)OC1(C)C,True,3.258160000000002,46.0,657.6980000000001,4.498673879977925,0.6372549019607843,-7.9,0.4875,0.4875,0.4875,-9.3,1
28,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCc4ccccc4C)c(=O)oc3c2C)OC1(C)C,True,4.521760000000003,44.0,606.6720000000001,4.39506294697247,0.6464646464646465,-8.86,0.6074999999999999,0.6074999999999999,0.6074999999999999,-8.9,1
29,C#CC(N)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,2.19174,38.0,526.5420000000003,4.74713149953154,0.5959595959595959,-5.9,0.2375,0.2375,0.2375,-7.8,1
30,C#CCNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,2.60384,38.0,526.5420000000003,4.569644138571015,0.6808510638297872,-7.6,0.4499999999999999,0.4499999999999999,0.0,-7.6,1
30,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)CO)c(=O)oc3c2C)OC1(C)C,True,1.5508399999999998,38.0,532.5460000000003,4.593167645909434,0.625,-6.720000000000001,0.3400000000000001,0.3400000000000001,0.3400000000000001,-7.0,1
33,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCO)c(=O)oc3c2C)OC1(C)C,True,1.96294,38.0,532.5460000000003,4.434023724369832,0.6956521739130435,-6.040000000000001,0.2550000000000001,0.2550000000000001,0.2550000000000001,-6.5,1
33,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(=O)NCCO)c(=O)oc3c2C)OC1(C)C,True,1.0791399999999998,42.0,589.5980000000002,4.481838794912065,0.6530612244897959,-7.5,0.4375,0.4375,0.4375,-7.6,1
34,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4CC(N)C4O)c(=O)oc3c2C)OC1(C)C,True,1.73424,40.0,558.5840000000002,4.965391240723326,0.6020408163265306,-7.9,0.4875,0.4875,0.4875,-7.9,1
34,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NS(=O)(=O)c4cccc(N)c4)c(=O)oc3c2C)OC1(C)C,True,2.941740000000001,45.0,643.671,4.473790543662549,0.6274509803921569,-9.2,0.6499999999999999,0.6499999999999999,0.6499999999999999,-9.2,1
36,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4CCC(N)C4)c(=O)oc3c2C)OC1(C)C,True,3.1535400000000013,40.0,556.6120000000003,4.734013528548281,0.5841584158415841,-8.3,0.5375000000000001,0.5375000000000001,0.5375000000000001,-8.3,1
36,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4(O)CN(C(=O)CO)C4)c(=O)oc3c2C)OC1(C)C,True,0.4937399999999994,44.0,617.6080000000002,4.823563593384881,0.6336633663366337,-8.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,-8.8,1
37,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4CCc5ccccc54)c(=O)oc3c2C)OC1(C)C,True,4.658140000000003,44.0,604.6560000000002,4.577635666640663,0.6116504854368932,-9.3,0.6625000000000001,0.6625000000000001,0.6625000000000001,-9.3,1
38,C/C=C/Cc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,3.677340000000002,38.0,527.5700000000003,4.507184671115395,0.6595744680851063,-7.5,0.4375,0.4375,0.4375,-7.5,1
40,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(N)cc4O)c(=O)oc3c2C)OC1(C)C,True,3.098840000000001,45.0,623.6150000000001,4.468133883249791,0.7263157894736842,-8.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,-8.9,1
44,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4ccc(N)nc4)c(=O)oc3c2C)OC1(C)C,True,3.1267400000000016,42.0,579.6060000000002,4.451914651214681,0.5769230769230769,-7.779999999999999,0.4724999999999999,0.4724999999999999,0.4724999999999999,-8.4,1
48,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCN)c(=O)oc3c2C)OC1(C)C,True,1.89624,38.0,532.5460000000004,4.399392363423086,0.6185567010309279,-6.58,0.3225,0.3225,0.3225,-7.9,1
50,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4CCN(C(=O)CO)C4)c(=O)oc3c2C)OC1(C)C,True,1.563839999999999,44.0,615.6360000000002,4.691067177037141,0.6213592233009708,-8.2,0.5249999999999999,0.5249999999999999,0.5249999999999999,-8.2,1
50,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCc4cc(N)ccc4C)c(=O)oc3c2C)OC1(C)C,True,4.028360000000003,44.0,608.6440000000002,4.434060467633628,0.6078431372549019,-8.2,0.5249999999999999,0.5249999999999999,0.5249999999999999,-9.0,1
50,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCc4ccccc4)c(=O)oc3c2C)OC1(C)C,True,4.170840000000003,42.0,578.6180000000002,4.295980137850062,0.6666666666666666,-8.2,0.5249999999999999,0.5249999999999999,0.5249999999999999,-8.2,1
51,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)Nc4ccc(C)cc4O)c(=O)oc3c2C)OC1(C)C,True,4.2167600000000025,46.0,637.642,4.456772148109794,0.6907216494845361,-9.3,0.6625000000000001,0.6625000000000001,0.6625000000000001,-9.3,1
51,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N[C@@H]4CNC(=O)[C@H]4O)c(=O)oc3c2C)OC1(C)C,True,0.8299399999999991,42.0,587.5820000000001,4.962950790800996,0.6363636363636364,-8.2,0.5249999999999999,0.5249999999999999,0.5249999999999999,-8.2,1
51,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,True,3.070940000000001,45.0,621.6430000000001,4.369689191002622,0.64,-8.459999999999999,0.5574999999999999,0.5574999999999999,0.5574999999999999,-8.6,1
55,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCNC(=O)c4ccccc4)c(=O)oc3c2C)OC1(C)C,True,3.400640000000002,46.0,635.6700000000001,4.36778691459331,0.6666666666666666,-9.0,0.625,0.625,0.625,-9.0,1
55,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCNC(=O)c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,True,2.949740000000001,47.0,651.6690000000002,4.405903060002811,0.6153846153846154,-8.4,0.55,0.55,0.55,-8.4,1
56,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,True,0.6973399999999994,40.0,562.5720000000002,4.7253463882385525,0.625,-7.1,0.3874999999999999,0.3874999999999999,0.3874999999999999,-7.1,1
56,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)c4ccc5c(c4)CC(=O)N5C)c(=O)oc3c2C)OC1(C)C,True,3.320140000000002,48.0,661.7080000000002,4.789295262501951,0.5350877192982456,-9.7,0.7124999999999999,0.7124999999999999,0.7124999999999999,-9.7,1
58,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCNC(=O)c4cc(N)ccc4O)c(=O)oc3c2C)OC1(C)C,True,2.819040000000001,47.0,651.6690000000002,4.507141810518843,0.625,-9.1,0.6375,0.6375,0.6375,-9.1,1
59,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCOc4ccc(N)nc4)c(=O)oc3c2C)OC1(C)C,True,3.157440000000002,44.0,609.6320000000002,4.514363451386088,0.5607476635514018,-8.919999999999998,0.6149999999999998,0.6149999999999998,0.6149999999999998,-9.0,1
60,CCCCCOc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,4.127740000000003,40.0,559.6120000000003,4.324426877749042,0.6122448979591837,-7.4,0.425,0.425,0.425,-7.4,1
62,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCNC(=O)NCCO)c(=O)oc3c2C)OC1(C)C,True,1.2621400000000005,44.0,618.6400000000001,4.52940210781163,0.6530612244897959,-8.0,0.5,0.5,0.5,-8.0,1
62,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4(O)COC4)c(=O)oc3c2C)OC1(C)C,True,1.6894399999999998,40.0,560.5560000000003,4.7394070445547145,0.65625,-7.9,0.4875,0.4875,0.4875,-7.9,1
63,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N4CCCCC4)c(=O)oc3c2C)OC1(C)C,True,3.5490400000000024,40.0,556.6120000000003,4.388269361211526,0.6020408163265306,-8.1,0.5125,0.5125,0.5125,-8.1,1
64,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(CN)(CO)CO)c(=O)oc3c2C)OC1(C)C,True,0.7398399999999998,41.0,576.5990000000003,4.781352949886127,0.6185567010309279,-7.3199999999999985,0.4149999999999998,0.4149999999999998,0.4149999999999998,-7.4,1
65,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)(CN)CO)c(=O)oc3c2C)OC1(C)C,True,0.6973399999999993,40.0,562.5720000000002,4.828752472509622,0.6122448979591837,-6.533333333333334,0.3166666666666667,0.3166666666666667,0.3166666666666667,-6.7,1
66,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC[C@@H]4CNC(=O)c5ccccc54)c(=O)oc3c2C)OC1(C)C,True,3.497840000000002,47.0,647.6810000000002,4.797399004550618,0.6153846153846154,-9.6,0.7,0.7,0.7,-9.6,1
66,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)C(C)N)c(=O)oc3c2C)OC1(C)C,True,1.5221399999999998,41.0,573.5990000000003,4.558319082667246,0.6039603960396039,-7.5,0.4375,0.4375,0.4375,-7.6,1
68,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCNC(=O)C(C)N)c(=O)oc3c2C)OC1(C)C,True,1.5646399999999994,42.0,587.6260000000002,4.58224333309383,0.5922330097087378,-7.8,0.475,0.475,0.475,-7.8,1
71,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCNC(=O)COc4ccccc4)c(=O)oc3c2C)OC1(C)C,True,3.2964400000000014,47.0,650.6810000000002,4.363518218772404,0.5700934579439252,-8.7,0.5874999999999999,0.5874999999999999,0.5874999999999999,-8.7,1
71,COCCNC(=O)CNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,1.733239999999999,43.0,603.6250000000002,4.468884321925417,0.6565656565656566,-7.4,0.425,0.425,0.425,-7.7,1
72,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNS(=O)(=O)c4cc(N)ccc4N)c(=O)oc3c2C)OC1(C)C,True,2.20164,47.0,672.713,4.591945108819379,0.5794392523364486,-8.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,-9.1,1
73,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCCN4CCCC4)c(=O)oc3c2C)OC1(C)C,True,3.423440000000002,43.0,600.6650000000003,4.374541166775483,0.5769230769230769,-7.5,0.4375,0.4375,0.4375,-7.5,1
73,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCN4CCOCC4)c(=O)oc3c2C)OC1(C)C,True,2.30284,43.0,601.6530000000002,4.466625012929329,0.6274509803921569,-8.4,0.55,0.55,0.55,-8.4,1
75,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COC(=O)c4ccccc4N)c(=O)oc3c2C)OC1(C)C,True,3.4979400000000016,45.0,622.6270000000002,4.419413632689966,0.5825242718446602,-8.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,-8.8,1
76,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COc4ccc(C)cc4C)c(=O)oc3c2C)OC1(C)C,True,4.754580000000004,44.0,607.6560000000002,4.360564854156195,0.61,-9.0,0.625,0.625,0.625,-9.0,1
76,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,True,3.608240000000002,43.0,592.6450000000002,4.353445756303601,0.6060606060606061,-7.0,0.375,0.375,0.375,-8.4,1
77,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,True,0.7833399999999995,41.0,576.5990000000003,4.679652326185504,0.6288659793814433,-6.44,0.305,0.305,0.2033333333333334,-7.3,1
77,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)C(O)CO)c(=O)oc3c2C)OC1(C)C,True,0.7817399999999997,41.0,576.5990000000003,4.818423369349135,0.594059405940594,-7.6,0.4499999999999999,0.4499999999999999,0.4499999999999999,-7.6,1
78,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCc4ccc(C)c(=O)[nH]4)c(=O)oc3c2C)OC1(C)C,True,3.1675600000000017,44.0,609.6320000000001,4.615633894207053,0.6464646464646465,-9.3,0.6625000000000001,0.6625000000000001,0.4416666666666667,-9.3,1
80,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc5c(c4)CCC5N)c(=O)oc3c2C)OC1(C)C,True,4.171740000000002,44.0,604.6560000000002,4.638232188032107,0.5607476635514018,-9.3,0.6625000000000001,0.6625000000000001,0.6625000000000001,-9.3,1
81,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,1.0124400000000002,42.0,589.5980000000003,4.447526821667918,0.5922330097087378,-7.1,0.3874999999999999,0.3874999999999999,0.3874999999999999,-7.2,1
83,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc(N)ccc4F)c(=O)oc3c2C)OC1(C)C,True,3.947040000000002,42.0,582.5810000000002,4.422181136049186,0.5882352941176471,-8.820000000000002,0.6025000000000003,0.6025000000000003,0.4016666666666669,-8.9,1
83,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,True,3.684440000000002,42.0,578.6180000000003,4.335099664477282,0.6060606060606061,-7.4,0.425,0.425,0.425,-7.6,1
87,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)CCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,0.6399400000000013,45.0,630.6510000000002,4.484991294131593,0.5961538461538461,-7.4,0.425,0.425,0.425,-7.6,1
87,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCNC(=O)CCNC(=O)CCNN)c(=O)oc3c2C)OC1(C)C,True,0.5771400000000031,48.0,673.7200000000001,4.627403047694749,0.5961538461538461,-8.5,0.5625,0.5625,0.5625,-8.5,1
87,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)CN4CCOCC4)c(=O)oc3c2C)OC1(C)C,True,1.89074,43.0,601.6530000000002,4.646675510042458,0.5660377358490566,-8.3,0.5375000000000001,0.5375000000000001,0.5375000000000001,-8.3,1
89,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COc4nnc(N)nc4O)c(=O)oc3c2C)OC1(C)C,True,1.61054,44.0,613.5800000000002,4.755126456190525,0.5607476635514018,-8.4,0.55,0.55,0.55,-8.4,1
89,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(O)C4CCC(=O)N4)c(=O)oc3c2C)OC1(C)C,True,1.61014,44.0,615.6360000000001,4.962827830448124,0.625,-8.6,0.575,0.575,0.575,-8.6,1
90,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)c4ccc(N)c(=O)[nH]4)c(=O)oc3c2C)OC1(C)C,True,1.75924,46.0,638.6300000000001,4.625380939318584,0.6078431372549019,-9.0,0.625,0.625,0.625,-9.0,1
92,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(C)c(N)c4)c(=O)oc3c2C)OC1(C)C,True,4.116360000000002,42.0,578.6180000000003,4.403598393574271,0.6,-9.1,0.6375,0.6375,0.6375,-9.1,1
92,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(=O)NC[C@@H](C)O)c(=O)oc3c2C)OC1(C)C,True,1.4676399999999994,43.0,603.6250000000001,4.643803957160951,0.6336633663366337,-8.0,0.5,0.5,0.5,-8.0,1
93,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc(C(C)N)[nH]n4)c(=O)oc3c2C)OC1(C)C,True,2.968540000000001,42.0,582.6100000000002,4.7842369081686416,0.5714285714285714,-9.0,0.625,0.625,0.625,-9.0,1
94,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)COC4)c(=O)oc3c2C)OC1(C)C,True,1.74294,39.0,544.5570000000004,4.638522548337093,0.6020408163265306,-7.6,0.4499999999999999,0.4499999999999999,0.4499999999999999,-7.6,1
96,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C45CC(CO4)O5)c(=O)oc3c2C)OC1(C)C,True,2.530640000000001,40.0,557.5520000000002,5.649011909209073,0.6060606060606061,-8.2,0.5249999999999999,0.5249999999999999,0.5249999999999999,-8.2,1
96,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C45CC(C4)C5=O)c(=O)oc3c2C)OC1(C)C,True,2.7892400000000013,40.0,553.5640000000003,5.375537673884267,0.6020408163265306,-8.2,0.5249999999999999,0.5249999999999999,0.5249999999999999,-8.2,1
97,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(O)CS(=O)(=O)C4)c(=O)oc3c2C)OC1(C)C,True,1.1747399999999997,41.0,593.6070000000002,4.718522766555944,0.5959595959595959,-8.2,0.5249999999999999,0.5249999999999999,0.5249999999999999,-8.3,1
101,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc(O)c(N)c(O)c4)c(=O)oc3c2C)OC1(C)C,True,3.219140000000002,43.0,596.5890000000002,4.609561285118678,0.6288659793814433,-9.2,0.6499999999999999,0.6499999999999999,0.6499999999999999,-9.2,1
101,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN4CCOCC4)c(=O)oc3c2C)OC1(C)C,True,2.3909400000000005,41.0,572.6110000000003,4.390742346975523,0.594059405940594,-7.8,0.475,0.475,0.475,-7.9,1
106,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCNC(=O)c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,True,3.113440000000001,46.0,635.6700000000002,4.400519746967628,0.6274509803921569,-8.483333333333334,0.5604166666666668,0.5604166666666668,0.5604166666666668,-8.8,1
109,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,True,3.731740000000002,42.0,578.6180000000003,4.345199001347309,0.6060606060606061,-7.540000000000001,0.4425000000000001,0.4425000000000001,0.4425000000000001,-7.7,1
112,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCn4c(N)nc5ccccc54)c(=O)oc3c2C)OC1(C)C,True,3.733340000000002,46.0,632.6700000000002,4.508924654977925,0.5504587155963303,-9.4,0.675,0.675,0.675,-9.4,1
114,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccn(C)c4N)c(=O)oc3c2C)OC1(C)C,True,3.146440000000002,41.0,567.5950000000003,4.615739462360139,0.5784313725490197,-8.6,0.575,0.575,0.575,-8.6,1
