Step,SMILES,HasSubstructure,LogP,NumHeavyAtoms,MW,SA,Score,Penalized Score,lowest_mode1_affinity,pareto_rank
128,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,0.2923400000000025,45.0,630.6510000000002,4.498941012705702,0.4877166522151174,0.4877166522151174,-7.3,1
130,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N(CN)CO)c(=O)oc3c2C)OC1(C)C,True,1.2311399999999997,39.0,547.5610000000003,4.71518844093506,0.5664301231594536,0.5664301231594536,-6.5,1
134,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,True,0.7833399999999995,41.0,576.5990000000003,4.679652326185504,0.5419351638877107,0.5419351638877107,-7.3,1
143,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(=O)NCC(N)=O)c(=O)oc3c2C)OC1(C)C,True,0.1600400000000006,43.0,602.5970000000002,4.691306446448851,0.5098970375949321,0.5098970375949321,-7.9,1
143,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)CO)c(=O)oc3c2C)OC1(C)C,True,1.5508399999999998,38.0,532.5460000000003,4.593167645909434,0.5864858202386845,0.5864858202386845,-7.0,1
232,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(O)C(N)=O)c(=O)oc3c2C)OC1(C)C,True,0.4047400000000003,41.0,575.5710000000003,4.840198787984553,0.5316070767421055,0.5316070767421055,-7.2,1
240,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)C(O)C(O)C(O)CN)c(=O)oc3c2C)OC1(C)C,True,-0.3664599999999995,44.0,622.624,5.108533612447972,0.4789335039984677,0.4789335039984677,-7.6,1
247,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NNC(=O)CCN)c(=O)oc3c2C)OC1(C)C,True,0.5974400000000009,44.0,616.6240000000001,4.520029100818623,0.5010677324683278,0.5010677324683278,-7.4,1
292,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)CN4CCOCC4)c(=O)oc3c2C)OC1(C)C,True,1.8294399999999995,44.0,615.6360000000002,4.400676313933377,0.5159013364281908,0.5159013364281908,-8.5,1
334,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CS(=O)(=O)CC(=O)NNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,-0.4203599999999965,47.0,680.689,4.720064994494729,0.4324262286338697,0.4324262286338697,-8.2,1
344,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCCNC(N)=O)c(=O)oc3c2C)OC1(C)C,True,0.8857400000000003,44.0,616.6240000000001,4.481930254664777,0.5019143734939688,0.5019143734939688,-8.1,1
354,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(=O)NCCO)c(=O)oc3c2C)OC1(C)C,True,1.0791399999999998,42.0,589.5980000000002,4.481838794912065,0.5383631726081781,0.5383631726081781,-7.6,1
355,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N(CO)CO)c(=O)oc3c2C)OC1(C)C,True,1.2647399999999998,39.0,548.5450000000003,4.686422403199212,0.572683188787073,0.572683188787073,-6.6,1
357,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCC(N)O)c(=O)oc3c2C)OC1(C)C,True,0.4945400000000002,42.0,589.5980000000002,4.683984628640389,0.5228666412090666,0.5228666412090666,-7.7,1
360,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C[C@@H](N)CO)c(=O)oc3c2C)OC1(C)C,True,1.4208399999999994,39.0,546.5730000000003,4.623086857088086,0.569450224037498,0.569450224037498,-7.3,1
366,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)C(=O)NCC(CO)CO)c(=O)oc3c2C)OC1(C)C,True,-0.1080599999999984,47.0,661.6610000000002,4.673609291511688,0.4509379335042134,0.4509379335042134,-7.7,1
388,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,1.4559399999999998,39.0,545.5450000000003,4.411281038903131,0.5961991091566656,0.5961991091566656,-7.0,1
405,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COCC(=O)NNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,0.1814400000000022,45.0,632.6230000000002,4.606156397321086,0.4822069948990302,0.4822069948990302,-7.8,1
417,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)C(N)CO)c(=O)oc3c2C)OC1(C)C,True,0.4945400000000011,42.0,589.5980000000002,4.593167219733507,0.5248848058514417,0.5248848058514417,-7.8,1
452,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,0.2073400000000014,43.0,602.5970000000002,4.522786137189683,0.5172664134513153,0.5172664134513153,-7.1,1
460,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)(O)CN)c(=O)oc3c2C)OC1(C)C,True,0.6548399999999994,39.0,548.5450000000003,4.709066089701389,0.5668590778953607,0.5668590778953607,-7.2,1
464,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,1.13364,40.0,559.5720000000002,4.4282712647382,0.5617559065118135,0.5617559065118135,-7.5,1
469,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)(CO)C(=O)NCC(N)=O)c(=O)oc3c2C)OC1(C)C,True,-0.6934599999999975,45.0,632.6230000000002,4.948900597615083,0.4753709634920274,0.4753709634920274,-8.0,1
470,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN)c(=O)oc3c2C)OC1(C)C,True,2.01744,36.0,502.5200000000004,4.381992657068277,0.6247931218428562,0.4165287478952374,-6.5,1
523,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(O)CO)c(=O)oc3c2C)OC1(C)C,True,1.4544399999999995,39.0,547.5570000000002,4.596395129947302,0.5703362760157855,0.5703362760157855,-6.9,1
561,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,1.0124400000000002,42.0,589.5980000000003,4.447526821667918,0.5269600179462807,0.5269600179462807,-7.2,1
581,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)(O)C(O)CN)c(=O)oc3c2C)OC1(C)C,True,0.0157399999999989,41.0,578.5710000000003,4.905035960384124,0.52802246685227,0.52802246685227,-6.6,1
826,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)(CO)C(=O)NCCO)c(=O)oc3c2C)OC1(C)C,True,-0.1864599999999991,44.0,619.6240000000001,4.920283844861295,0.4888137878827246,0.4888137878827246,-7.4,1
869,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CO)c(=O)oc3c2C)OC1(C)C,True,2.0510399999999995,36.0,503.5040000000004,4.368900977319454,0.6269504637350336,0.6269504637350336,-7.4,1
948,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCN)c(=O)oc3c2C)OC1(C)C,True,1.89624,38.0,532.5460000000004,4.399392363423086,0.5895032778334554,0.5895032778334554,-7.9,1
42,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCN)c(=O)oc3c2C)OC1(C)C,True,1.92934,38.0,531.5620000000004,4.457813813127228,0.6016333540834363,0.6016333540834363,-6.9,1
48,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(Oc5ccccc5)cc4)c(=O)oc3c2C)OC1(C)C,True,6.018040000000005,47.0,641.6730000000001,4.28485773993826,0.4776545489365196,0.4776545489365196,-9.1,1
148,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNCC(O)CO)c(=O)oc3c2C)OC1(C)C,True,1.0015399999999997,41.0,576.5990000000003,4.606405665678829,0.5385817507861578,0.5385817507861578,-7.1,1
157,C#CC(N)(N)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,1.2621399999999998,39.0,541.5570000000001,4.803308287503587,0.5671301148828629,0.5671301148828629,-6.8,1
335,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)C(O)C(O)C(O)C(O)C(O)CN)c(=O)oc3c2C)OC1(C)C,True,-1.644659999999999,48.0,682.6759999999998,5.389143204095427,0.418968338722367,0.418968338722367,-7.4,1
771,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)(CO)NC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,-0.2289599999999987,43.0,605.5970000000002,4.959019443796332,0.5009921948514686,0.5009921948514686,-7.3,1
788,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(CO)NC(=O)C(N)CO)c(=O)oc3c2C)OC1(C)C,True,0.0279400000000014,44.0,619.6240000000001,4.831180563276792,0.4888521132340092,0.4888521132340092,-6.9,1
791,COc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,2.5673400000000006,36.0,503.50400000000025,4.30737460369308,0.8255255823006786,0.8255255823006786,-7.4,1
842,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,0.7027400000000004,42.0,587.5820000000002,4.506276992412504,0.5324263867835285,0.5324263867835285,-7.3,1
971,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)CCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,0.9622400000000004,44.0,616.6240000000001,4.45593294697247,0.5184347061123169,0.5184347061123169,-7.8,1
65,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C[C@H](N)CO)c(=O)oc3c2C)OC1(C)C,True,1.4208399999999994,39.0,546.5730000000003,4.623086857088086,0.569450224037498,0.569450224037498,-7.5,1
74,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)C(O)CN)c(=O)oc3c2C)OC1(C)C,True,0.8168399999999989,41.0,575.5710000000003,4.655536546284711,0.555210682113213,0.555210682113213,-6.7,1
95,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)C(=O)NNC(=O)CO)c(=O)oc3c2C)OC1(C)C,True,-0.4317599999999981,45.0,632.6230000000002,4.745655989317273,0.4768068531362191,0.4768068531362191,-6.9,1
269,COCCNC(=O)Cc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,1.863839999999999,42.0,588.6100000000002,4.396843878524104,0.5358656278972549,0.5358656278972549,-7.3,1
295,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)CS(=O)(=O)CC(N)=O)c(=O)oc3c2C)OC1(C)C,True,0.075040000000002,46.0,665.6740000000002,4.647644622409686,0.4453051058183724,0.4453051058183724,-7.7,1
382,CNC(=O)Cc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,1.84724,39.0,544.5570000000002,4.397668702183247,0.5824177963050107,0.5824177963050107,-7.1,1
670,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)C(=O)N(C)CC(=O)NN)c(=O)oc3c2C)OC1(C)C,True,-0.3767599999999966,47.0,659.6490000000001,4.689648156214897,0.4460437838612784,0.4460437838612784,-8.6,1
670,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)C(=O)NCC(N)=O)c(=O)oc3c2C)OC1(C)C,True,0.0300400000000025,44.0,616.6240000000001,4.651919785391353,0.493535225349267,0.493535225349267,-7.2,1
671,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)C(N)C(=O)NCCNC(=O)CO)c(=O)oc3c2C)OC1(C)C,True,-0.8558599999999965,48.0,676.6760000000002,4.951779725390169,0.4262013643578924,0.4262013643578924,-8.9,1
812,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)(CO)C(N)=O)c(=O)oc3c2C)OC1(C)C,True,0.1903400000000012,41.0,575.5710000000003,4.858685331013495,0.5344083858869169,0.5344083858869169,-7.1,1
850,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(O)(CO)NC(=O)C(O)CO)c(=O)oc3c2C)OC1(C)C,True,-1.2911599999999983,47.0,665.6490000000001,5.273491252386924,0.4281945202443481,0.4281945202443481,-6.7,1
943,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)C(N)N)c(=O)oc3c2C)OC1(C)C,True,0.9138400000000004,40.0,559.5720000000002,4.640747670289835,0.5575132255845283,0.5575132255845283,-6.9,1
33,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(N)=O)c(=O)oc3c2C)OC1(C)C,True,2.04934,38.0,531.5180000000003,4.404879199178817,0.6111272602700272,0.6111272602700272,-7.3,2
39,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)CN)c(=O)oc3c2C)OC1(C)C,True,1.55084,38.0,532.5460000000003,4.609754800502413,0.5848285570094705,0.1949428523364901,-6.8,2
43,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCNC(=O)CO)c(=O)oc3c2C)OC1(C)C,True,1.0791399999999998,42.0,589.5980000000002,4.512970968825107,0.5390178645098602,0.3593452430065735,-7.2,2
45,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCc4ccccc4)c(=O)oc3c2C)OC1(C)C,True,4.213340000000003,43.0,592.6450000000002,4.31877693600625,0.6051111148188753,0.6051111148188753,-8.1,2
52,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,True,3.684440000000002,42.0,578.6180000000003,4.335099664477282,0.6519938791983527,0.6519938791983527,-7.6,2
75,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(O)C(=O)N4C)c(=O)oc3c2C)OC1(C)C,True,1.1758399999999998,40.0,558.5400000000002,4.734813627553956,0.5543777640770289,0.5543777640770289,-6.6,2
87,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN4CCCCC4)c(=O)oc3c2C)OC1(C)C,True,3.544640000000002,41.0,570.6390000000004,4.350968662764998,0.6708221565924816,0.6708221565924816,-7.8,2
91,CNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,2.60044,36.0,502.52000000000027,4.399900820333582,0.8336614443754063,0.8336614443754063,-6.9,2
105,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,True,3.807940000000002,41.0,564.5910000000002,4.328081557322699,0.65640690489258,0.65640690489258,-7.5,2
111,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,True,0.6973399999999994,40.0,562.5720000000002,4.7253463882385525,0.5539662488437408,0.5539662488437408,-7.1,2
121,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)(O)CO)c(=O)oc3c2C)OC1(C)C,True,0.6548399999999996,39.0,548.5450000000003,4.805845836976122,0.5647084168448112,0.5647084168448112,-6.2,2
123,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,True,3.3932400000000014,44.0,607.6160000000001,4.342455000373613,0.6794739491639206,0.6794739491639206,-7.9,2
128,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)NCC(N)=O)c(=O)oc3c2C)OC1(C)C,True,1.1655399999999998,42.0,588.5700000000002,4.457698854760682,0.5468001787064674,0.5468001787064674,-7.3,2
128,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N(C)C(=O)CN)c(=O)oc3c2C)OC1(C)C,True,1.48024,40.0,559.5720000000002,4.601479721571887,0.5558866276730852,0.5558866276730852,-6.9,2
205,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)C(N)C(=O)N(C)C(=O)C(O)CO)c(=O)oc3c2C)OC1(C)C,True,-0.7423599999999995,48.0,677.6600000000001,5.25581831432673,0.4186338068514395,0.4186338068514395,-8.8,2
229,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(=O)N(C)CC(N)=O)c(=O)oc3c2C)OC1(C)C,True,0.5022400000000009,44.0,616.6240000000001,4.764755102516899,0.4902219130517274,0.4902219130517274,-7.6,2
239,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)C(CO)CO)c(=O)oc3c2C)OC1(C)C,True,0.7757400000000001,43.0,604.6090000000002,4.593576669734063,0.5157312265162345,0.5157312265162345,-7.9,2
245,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COC(=O)C(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,True,0.2840400000000003,44.0,620.6080000000002,4.758685636048099,0.488694110370572,0.488694110370572,-6.9,2
269,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N(C)CCO)c(=O)oc3c2C)OC1(C)C,True,1.98724,39.0,546.5730000000003,4.5400215323719255,0.5725584807566504,0.5725584807566504,-6.5,2
287,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCCNC(=O)CO)c(=O)oc3c2C)OC1(C)C,True,0.3259400000000005,45.0,631.6350000000002,4.5058066787469775,0.4890348677549682,0.4890348677549682,-7.6,2
324,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)CC(=O)NCC(N)=O)c(=O)oc3c2C)OC1(C)C,True,0.4201400000000024,45.0,630.6510000000002,4.720878183516515,0.4760113274668525,0.4760113274668525,-7.3,2
335,CCCCc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,True,3.901340000000002,38.0,529.5860000000002,4.342528606026636,0.6876770959960545,0.6876770959960545,-7.1,2
362,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCCN)c(=O)oc3c2C)OC1(C)C,True,1.1761400000000004,41.0,573.5990000000003,4.430401275546953,0.5466565452724648,0.5466565452724648,-7.3,2
362,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)COCCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,True,0.2664400000000033,47.0,660.6770000000001,4.569715692450865,0.447696141840928,0.447696141840928,-8.2,2
364,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(S(=O)(=O)NCC(=O)N4CC(CN)C4)c(=O)oc3c2C)OC1(C)C,True,0.2541400000000025,47.0,678.717,4.701826230109507,0.4276471047963653,0.4276471047963653,-8.2,2
366,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(=O)NCC(O)CO)c(=O)oc3c2C)OC1(C)C,True,0.0279400000000014,44.0,619.6240000000001,4.847543459204394,0.4873495836904517,0.4873495836904517,-8.1,2
366,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(=O)NCCNCCO)c(=O)oc3c2C)OC1(C)C,True,0.2566400000000011,45.0,632.6670000000001,4.744911668584026,0.4756628277260472,0.4756628277260472,-7.5,2
375,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C=CC(=O)NN)c(=O)oc3c2C)OC1(C)C,True,1.5618399999999997,40.0,557.5560000000002,4.563510079134812,0.5607368064217739,0.5607368064217739,-7.5,2
