SMILES,SA,LogP,MW,NumHeavyAtoms,lowest_mode1_affinity,pareto_rank
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCCN)c(=O)oc3c2C)OC1(C)C,4.430401275546953,1.1761400000000004,573.5990000000003,41,-7.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNS(=O)(=O)NCCN)c(=O)oc3c2C)OC1(C)C,4.644134066183767,0.4414400000000016,624.6690000000001,43,-7.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCCCN)c(=O)oc3c2C)OC1(C)C,4.382767017609182,2.6764400000000013,560.6000000000004,40,-7.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C[C@@H](N)CO)c(=O)oc3c2C)OC1(C)C,4.623086857088086,1.4208399999999994,546.5730000000003,39,-7.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)CC4)c(=O)oc3c2C)OC1(C)C,4.556306383644836,2.506540000000001,528.5580000000003,38,-6.7,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(=O)NCCO)c(=O)oc3c2C)OC1(C)C,4.481838794912065,1.0791399999999998,589.5980000000002,42,-7.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,4.679652326185504,0.7833399999999995,576.5990000000003,41,-7.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.353445756303601,3.608240000000002,592.6450000000002,43,-8.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.353715865940586,3.269740000000001,621.6430000000001,45,-7.8,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4ccccc4)c(=O)oc3c2C)OC1(C)C,4.289359351024107,4.302340000000003,564.5910000000001,41,-8.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4nnnc4N)c(=O)oc3c2C)OC1(C)C,4.5987787663084045,1.1757399999999996,570.5590000000002,41,-7.7,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(C)N)c(=O)oc3c2C)OC1(C)C,4.545379595125266,2.4484400000000006,530.5740000000003,38,-7.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCC(O)CN)c(=O)oc3c2C)OC1(C)C,4.599122079660882,1.2571399999999997,562.5720000000002,40,-6.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCO)c(=O)oc3c2C)OC1(C)C,4.434023724369832,1.96294,532.5460000000003,38,-6.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.328081557322699,3.807940000000002,564.5910000000002,41,-7.5,1
C#CCNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.569644138571015,2.60384,526.5420000000003,38,-7.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C#CCN)c(=O)oc3c2C)OC1(C)C,4.568039848630186,1.8689400000000005,526.5420000000004,38,-7.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCCCN)c(=O)oc3c2C)OC1(C)C,4.426690166149522,1.56624,587.6260000000003,42,-7.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.342455000373613,3.3932400000000014,607.6160000000001,44,-7.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,4.447526821667918,1.0124400000000002,589.5980000000003,42,-7.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C[C@H](N)CO)c(=O)oc3c2C)OC1(C)C,4.623086857088086,1.4208399999999994,546.5730000000003,39,-7.5,1
CCCCCNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.386981283343448,4.160840000000002,558.6280000000003,40,-7.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,4.7253463882385525,0.6973399999999994,562.5720000000002,40,-7.1,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCCN)c(=O)oc3c2C)OC1(C)C,4.408813073482257,2.4500400000000004,530.5740000000004,38,-6.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCCN)c(=O)oc3c2C)OC1(C)C,4.391470259363503,2.28634,546.5730000000003,39,-7.1,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)(CN)CO)c(=O)oc3c2C)OC1(C)C,4.828752472509622,0.6973399999999993,562.5720000000002,40,-6.7,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cccc(CN)c4)c(=O)oc3c2C)OC1(C)C,4.363019956254469,3.684440000000001,578.6180000000003,42,-8.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(CO)CO)c(=O)oc3c2C)OC1(C)C,4.543039366361347,1.3238399999999997,562.5720000000002,40,-6.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)CN(C)NC4=O)c(=O)oc3c2C)OC1(C)C,5.017657503134317,0.6893400000000014,586.5980000000002,42,-7.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4cccc(CN)c4)c(=O)oc3c2C)OC1(C)C,4.382454030382464,3.608240000000001,592.6450000000002,43,-7.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(C(N)=O)C(N)=O)c(=O)oc3c2C)OC1(C)C,4.661767193408527,0.3098400000000001,588.5700000000002,42,-6.7,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.369689191002622,3.070940000000001,621.6430000000001,45,-8.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.335099664477282,3.684440000000002,578.6180000000003,42,-7.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)CO)c(=O)oc3c2C)OC1(C)C,4.623086857088086,1.4208399999999994,546.5730000000003,39,-7.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)C(N)CO)c(=O)oc3c2C)OC1(C)C,4.593167219733507,0.4945400000000011,589.5980000000002,42,-7.8,1
CCCCNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.389060769787658,3.7707400000000018,544.6010000000002,39,-7.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)CCl)c(=O)oc3c2C)OC1(C)C,4.4157653640119845,2.73604,564.9750000000003,39,-7.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.345199001347309,3.731740000000002,578.6180000000003,42,-7.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C[C@@H](O)CN)c(=O)oc3c2C)OC1(C)C,4.625101080600422,1.4208399999999994,546.5730000000003,39,-7.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COC(=O)C(N)CO)c(=O)oc3c2C)OC1(C)C,4.646761551717313,0.9215399999999996,590.5820000000002,42,-7.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4ccc(C)cc4)c(=O)oc3c2C)OC1(C)C,4.319151521241206,4.610760000000004,578.6180000000002,42,-7.8,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4CC4N)c(=O)oc3c2C)OC1(C)C,4.717053342679528,2.37334,528.5580000000003,38,-7.5,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)COc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.396960574795712,3.034940000000001,651.6690000000002,47,-8.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)C(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,4.89027260828999,0.27424,592.5980000000002,42,-7.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)C(N)CO)c(=O)oc3c2C)OC1(C)C,4.808144181228934,0.91174,562.5720000000002,40,-7.200000000000001,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)CN)c(=O)oc3c2C)OC1(C)C,4.609754800502413,1.55084,532.5460000000003,38,-6.8,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)COc4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.383757178827108,3.158440000000001,637.6420000000002,46,-8.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(C)O)c(=O)oc3c2C)OC1(C)C,4.595220819352237,2.35144,546.5730000000002,39,-7.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)(C#N)C(N)=O)c(=O)oc3c2C)OC1(C)C,4.920699736607901,0.7216200000000002,570.5550000000003,41,-7.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,4.452380808513986,1.1761400000000004,573.5990000000003,41,-7.4,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCC(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,4.668366870955014,0.6196400000000004,592.5980000000003,42,-7.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4cc(N)c(=O)[nH]c4=O)c(=O)oc3c2C)OC1(C)C,4.63002871620324,1.03924,612.5920000000001,44,-6.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4cccc(CN)c4)c(=O)oc3c2C)OC1(C)C,4.376745146337609,3.269740000000001,621.6430000000001,45,-8.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccccc4N)c(=O)oc3c2C)OC1(C)C,4.365123786133308,3.3932400000000014,607.6160000000001,44,-7.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N(CCO)C(=O)CN)c(=O)oc3c2C)OC1(C)C,4.652222741400359,0.8427399999999995,589.5980000000003,42,-6.3,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)CNC(=O)c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.41785304769475,2.50944,664.6680000000001,48,-8.1,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COCCN)c(=O)oc3c2C)OC1(C)C,4.469610446279392,2.03404,546.5730000000003,39,-7.4,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.351635960843844,3.596440000000002,608.6440000000002,44,-7.9,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCc4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.399397881431589,2.9998400000000016,635.6700000000002,46,-9.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(CN)(CO)CO)c(=O)oc3c2C)OC1(C)C,4.781352949886127,0.7398399999999998,576.5990000000003,41,-7.4,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCC(N)CO)c(=O)oc3c2C)OC1(C)C,4.630026949103366,1.25714,562.5720000000002,40,-7.5,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4c(N)n(CCO)c(=O)[nH]c4=O)c(=O)oc3c2C)OC1(C)C,4.668012341516388,0.6502400000000002,642.6180000000002,46,-6.5,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)Cn4cnc(N)n4)c(=O)oc3c2C)OC1(C)C,4.6072958907544805,1.0488399999999998,626.6230000000002,45,-7.9,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4ccc(-c5ccccc5)cc4)c(=O)oc3c2C)OC1(C)C,4.309264732945254,5.969340000000005,640.6890000000001,47,-8.4,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)Nc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.380658693060905,3.198640000000002,635.6700000000002,46,-8.3,2
C=C(CN)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.572448579313246,2.53064,528.5580000000002,38,-7.3,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CS(=O)(=O)N4CCN(CCN)CC4)c(=O)oc3c2C)OC1(C)C,4.605931434848003,0.9648400000000013,678.7610000000001,47,-6.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4COC4)c(=O)oc3c2C)OC1(C)C,4.530554227731583,2.36944,544.5570000000002,39,-7.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4nnc(N)n4)c(=O)oc3c2C)OC1(C)C,4.644403681216504,1.1757399999999996,570.5590000000002,41,-7.3,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCc4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.341705614092871,3.719940000000002,594.6170000000002,43,-8.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN4CC(O)(CN)C4)c(=O)oc3c2C)OC1(C)C,4.660091972169589,1.06414,587.6260000000003,42,-6.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4CCC4)c(=O)oc3c2C)OC1(C)C,4.408374213353437,3.5231400000000024,542.5850000000003,39,-7.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCF)c(=O)oc3c2C)OC1(C)C,4.524086298334329,2.9401400000000013,534.5370000000003,38,-7.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4nc(N)c(=O)n(C)c4=O)c(=O)oc3c2C)OC1(C)C,4.68291688697138,0.4446400000000006,627.6070000000002,45,-8.8,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)CNC(=O)CN)c(=O)oc3c2C)OC1(C)C,4.659639689369134,0.6670400000000001,589.5980000000002,42,-7.3,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C[C@H](O)CN)c(=O)oc3c2C)OC1(C)C,4.625101080600422,1.4208399999999994,546.5730000000003,39,-7.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4CCCC4)c(=O)oc3c2C)OC1(C)C,4.400153352895517,3.9132400000000014,556.6120000000003,40,-8.3,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN(C)CCN)c(=O)oc3c2C)OC1(C)C,4.495373029028954,1.9492399999999992,559.6160000000003,40,-6.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN4CCN(C(=O)CN)CC4)c(=O)oc3c2C)OC1(C)C,4.490391920531158,1.161640000000001,628.6790000000003,45,-7.6,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCCO)c(=O)oc3c2C)OC1(C)C,4.439098440528133,2.35304,546.5730000000003,39,-7.1,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)Nc4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.368535717057211,3.322140000000002,621.6430000000001,45,-8.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(O)CN)c(=O)oc3c2C)OC1(C)C,4.625101080600422,1.4208399999999994,546.5730000000003,39,-7.1,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4cnc(N)n4)c(=O)oc3c2C)OC1(C)C,4.567482782646049,1.780739999999999,569.5710000000003,41,-7.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cccc(N)c4)c(=O)oc3c2C)OC1(C)C,4.357320223081719,3.807940000000002,564.5910000000002,41,-7.6,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4ccc(F)cc4)c(=O)oc3c2C)OC1(C)C,4.330654571639085,4.441440000000003,582.5810000000001,42,-7.6,2
CNC(=O)C(N)COc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.659548596251726,1.0108400000000006,589.5980000000002,42,-7.6,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(C)C)c(=O)oc3c2C)OC1(C)C,4.43319256736403,3.3790400000000016,530.5740000000003,38,-7.0,2
COc1ccccc1Nc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.338333668391512,4.310940000000002,594.6170000000002,43,-7.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCC#N)c(=O)oc3c2C)OC1(C)C,4.514099303216845,2.8843200000000007,541.5570000000004,39,-7.3,2
COCCNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.416929065977449,2.6170400000000003,546.5730000000002,39,-7.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4c(N)n[nH]c4=O)c(=O)oc3c2C)OC1(C)C,4.642770835045843,1.0740399999999997,585.5700000000002,42,-6.9,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C=CCN)c(=O)oc3c2C)OC1(C)C,4.558113221411252,2.530640000000001,528.5580000000003,38,-6.8,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCCCCN)c(=O)oc3c2C)OC1(C)C,4.427926694806773,1.9563399999999995,601.6530000000002,43,-7.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4nnc(C(N)=O)c4N)c(=O)oc3c2C)OC1(C)C,4.630151023895546,0.8796399999999994,612.5960000000001,44,-6.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)C(N)C(N)=O)c(=O)oc3c2C)OC1(C)C,4.735297387051052,0.3098400000000001,588.5700000000002,42,-7.3,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCCCN)c(=O)oc3c2C)OC1(C)C,4.40174617597026,2.8401400000000008,544.6010000000003,39,-7.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC[C@@H](C)O)c(=O)oc3c2C)OC1(C)C,4.595220819352237,2.35144,546.5730000000002,39,-7.0,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNS(=O)(=O)NCCCN)c(=O)oc3c2C)OC1(C)C,4.635699870049392,0.8315400000000012,638.6960000000001,44,-7.3,2
